id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,eventtime,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
73200,UCSB,IZC,,PreservedSpecimen,ed24d22a-a3d1-4191-961e-2d8ce8f016f9,UCSB-IZC00042465,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,Charlie Thrift,,6/12/2019,,,2019,6,12,163,,6/12/2019,,,,,,,NCOS_07a,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,University of California Santa Barbara North Campus Open Space,,0,,34.4197,-119.8818,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:08,856804,6,2fccab56-3c43-46d9-a009-d1d43e94654d,https://library.big-bee.net/portal/collections/individual/index.php?occid=73200
73209,UCSB,IZC,,PreservedSpecimen,6b8d3106-0cda-4e33-8518-0fa094c604bf,UCSB-IZC00042463,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,3/2/2020,,,,,,UCSBees,"Charlie Thrift, Taylor Curtis",,10/10/2019,,,2019,10,10,283,,10/10/2019,,,,,,,NCOS_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,University of California Santa Barbara North Campus Open Space,,0,,34.4191,-119.8766,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:08,856813,6,26cb5842-a679-469c-9191-73e50360ac15,https://library.big-bee.net/portal/collections/individual/index.php?occid=73209
73224,UCSB,IZC,,PreservedSpecimen,52da66c6-8130-4632-8ef5-b512cddf1ba4,UCSB-IZC00042691,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,3/2/2020,,,,,,UCSBees,"Charlie Thrift, Taylor Curtis",,6/12/2019,,,2019,6,12,163,,6/12/2019,,,,,,,NCOS_07b,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,University of California Santa Barbara North Campus Open Space,,0,,34.4188,-119.8807,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:11,856828,6,9b2fc8eb-3ad8-4984-890d-23adffbd2b3e,https://library.big-bee.net/portal/collections/individual/index.php?occid=73224
73362,UCSB,IZC,,PreservedSpecimen,de9f1d2d-e94f-4390-8d94-454cb7c1516c,UCSB-IZC00036565,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,3/6/2020,,,,,,UCSBees,Evan Hobson,,11/19/2019,,,2019,11,19,323,,11/19/2019,,,,,,,SCR_06,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.355015,-119.014507,WGS84,10,,,,GPS,,,,,,,,,,,,12/15/2020 15:17,856970,6,aa1c3c5e-99da-44e6-82cf-7a4c46a0cab5,https://library.big-bee.net/portal/collections/individual/index.php?occid=73362
73407,UCSB,IZC,,PreservedSpecimen,c115f81f-ed2c-48bb-b6b5-f8c04df399a4,UCSB-IZC00040410,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,3/12/2020,,,,,,UCSBees,Evan Hobson,,11/19/2019,,,2019,11,19,323,,11/19/2019,,,,,,,SCR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.389062,-118.889657,WGS84,10,,,,GPS,,,,,,,,,,,,12/15/2020 15:17,856992,6,fa9d6f35-a93f-4a8d-8368-d5da676f13f8,https://library.big-bee.net/portal/collections/individual/index.php?occid=73407
73445,UCSB,IZC,,PreservedSpecimen,de04a87b-a5bf-4245-b75b-2eaafed4678d,UCSB-IZC00041836,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,Evan Hobson,,8/14/2019,,,2019,8,14,226,,8/14/2019,,,,,,,SCR_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.388092,-118.88953,WGS84,10,,,,GPS,,,,,,,,,,,,3/17/2020 12:53,857033,6,00f9e3c1-bc8c-4242-b82d-8afce5c4aa58,https://library.big-bee.net/portal/collections/individual/index.php?occid=73445
73490,UCSB,IZC,,PreservedSpecimen,0b4e937d-19f8-41ea-85d3-b3b0073612fd,UCSB-IZC00040311,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus farinosus,11149,"Smith, 1853",Halictus,,farinosus,,,,,Species,Douglas Yanega,2022,,,,,,UCSBees,David Dewey,,7/18/2019,,,2019,7,18,199,,7/18/2019,,,,,,,SCIR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"Santa Cruz Island, main ranch chapel yard",,0,,33.997278,-119.714056,WGS84,10,,,,GPS,,,,,,,,,,,,3/17/2020 12:53,857081,6,193922d7-bf58-47ce-b954-402914a63d15,https://library.big-bee.net/portal/collections/individual/index.php?occid=73490
73491,UCSB,IZC,,PreservedSpecimen,3e1e3777-d7e8-4450-ab58-4ecf214ba402,UCSB-IZC00042935,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus farinosus,11149,"Smith, 1853",Halictus,,farinosus,,,,,Species,Douglas Yanega,2022,,,,,,UCSBees,David Dewey,,7/18/2019,,,2019,7,18,199,,7/18/2019,,,,,,,SCIR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"Santa Cruz Island, main ranch chapel yard",,0,,33.997278,-119.714056,WGS84,10,,,,GPS,,,,,,,,,,,,3/17/2020 12:53,857082,6,086dddbb-e934-4710-94b3-9e90146c802a,https://library.big-bee.net/portal/collections/individual/index.php?occid=73491
73588,UCSB,IZC,,PreservedSpecimen,766ff3ff-4337-456e-9e24-165ef8ffd9fa,UCSB-IZC00042265,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,"David Dewey, Lynn McLaren, Andy Brooks",,8/15/2019,,,2019,8,15,227,,8/15/2019,,,,,,,CSMR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Carpentaria,Carpinteria Salt Marsh Reserve,,0,,34.39822,-119.5304,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:13,857179,6,de588009-57e8-48ab-b055-d0b4ce187bbd,https://library.big-bee.net/portal/collections/individual/index.php?occid=73588
73669,UCSB,IZC,,PreservedSpecimen,c4b7e878-b7fb-45c2-89ac-2912c2bdbe3e,UCSB-IZC00042970,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus californicus,6788,"Smith, 1854",Bombus,,californicus,,,,,Species,Jamie Pawelek,2022,,,,,,UCSBees,,,7/16/2019,,,2019,7,16,197,,7/16/2019,,,,,,,COPR_06,,,,,,,,,,Adult,Worker,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.4087,-119.87859,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:06,857261,6,e93df013-cb53-4b1f-947a-96b8bcc37f01,https://library.big-bee.net/portal/collections/individual/index.php?occid=73669
73727,UCSB,IZC,,PreservedSpecimen,95d175e7-542f-407c-a997-11ab3365ec16,UCSB-IZC00033241,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,11/17/2020,,,,,,Komal Sekhon,UCSB EEMB 118 Class,,7/16/2019,,,2019,7,16,197,,16-Jul-19,,,,,,,,,,,,,Brassica juncea,,,,,Female,,Aerial trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,GPS Phone,0,,34.3629615,-118.996464,WGS84,,,,,,,,,,,,,,,,seltmann,1/8/2021 12:33,857343,6,7bfbf399-1122-4129-9609-a972e175e79b,https://library.big-bee.net/portal/collections/individual/index.php?occid=73727
73789,UCSB,IZC,,PreservedSpecimen,4d0eadab-2500-4aa3-a8b5-6c0d9b079836,UCSB-IZC00036757,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,David Dewey,,10/26/2019,,,2019,10,26,299,,10/26/2019,,,,,,,SCIR_06,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"Santa Cruz Island, Christy Beach",,0,,34.0225,-119.876667,WGS84,10,,,,GPS,,,,,,,,,,,,12/15/2020 15:17,857460,6,e0d96a5c-211f-4dd0-bdaa-219f649e9138,https://library.big-bee.net/portal/collections/individual/index.php?occid=73789
73796,UCSB,IZC,,PreservedSpecimen,32b51a47-a235-42b8-8961-6fd4b8743e10,UCSB-IZC00036766,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,David Dewey,,10/26/2019,,,2019,10,26,299,,10/26/2019,,,,,,,SCIR_05,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"Santa Cruz Island, Christy Ranch",,0,,34.018889,-119.871111,WGS84,10,,,,GPS,,,,,,,,,,,,12/15/2020 15:17,857467,6,8642a26a-118c-4152-8527-7ba56624e350,https://library.big-bee.net/portal/collections/individual/index.php?occid=73796
73801,UCSB,IZC,,PreservedSpecimen,06089369-d7a8-44bb-8762-6eb025862057,UCSB-IZC00036773,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus farinosus,11149,"Smith, 1853",Halictus,,farinosus,,,,,Species,Katja Seltmann,1/21/2021,Discover Life,,,,,UCSBees,David Dewey,,7/19/2019,,,2019,7,19,200,,7/19/2019,,,,,,,SCIR_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,33.991056,-119.719278,WGS84,10,,,,GPS,,,,,,,,,,,,1/28/2021 15:30,857472,6,00fd4cfb-be46-4095-a664-ac7866aa4499,https://library.big-bee.net/portal/collections/individual/index.php?occid=73801
73803,UCSB,IZC,,PreservedSpecimen,d50162b7-84e4-48a7-8b5b-5b7ff802955d,UCSB-IZC00036776,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jamie Pawelek,2022,,,,,,UCSBees,David Dewey,,7/19/2019,,,2019,7,19,200,,7/19/2019,,,,,,,SCIR_04,,,,,,,,,,Adult,Worker,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,33.991056,-119.719278,WGS84,10,,,,GPS,,,,,,,,,,,,12/15/2020 15:17,857474,6,d58cb3a4-c334-42ca-a3c6-0b38943509f0,https://library.big-bee.net/portal/collections/individual/index.php?occid=73803
73966,UCSB,IZC,,PreservedSpecimen,0d27a25f-f639-41dd-9329-76aef6c4b69c,UCSB-IZC00040988,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,12/15/2020,,,,,,UCSBees,"David Dewey, Lynn McLaren, Andy Brooks",,7/24/2019,,,2019,7,24,205,,7/24/2019,,,,,,,CSMR_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Carpentaria,Carpinteria Salt Marsh Reserve,,0,,34.39848,-119.5358,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:13,857638,6,2023c530-f5f2-4aaf-bf66-681c96dda410,https://library.big-bee.net/portal/collections/individual/index.php?occid=73966
74015,UCSB,IZC,,PreservedSpecimen,a241fb60-790c-4e1e-8fc8-420b25a02911,UCSB-IZC00041511,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,"David Dewey, Lynn McLaren, Andy Brooks",,7/24/2019,,,2019,7,24,205,,7/24/2019,,,,,,,CSMR_02,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Carpentaria,Carpinteria Salt Marsh Reserve,,0,,34.40114,-119.5304,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:13,857687,6,3698f472-8693-4852-9b8f-beac30e7ef42,https://library.big-bee.net/portal/collections/individual/index.php?occid=74015
74110,UCSB,IZC,,PreservedSpecimen,3b6c4205-fe83-4fd5-b6b4-41cb06f7068d,UCSB-IZC00038796,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2022,,,,,,"Evan Hobson, Chris Berry",,,5/14/2019,,,2019,5,14,134,,5/14/2019,,,,,,,Lagoon_02,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"University of California, Santa Barbara Lagoon",,0,,34.40677,-119.84716,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 16:51,857812,6,a5fb6b5b-279e-4935-8ca4-54a5c47893f6,https://library.big-bee.net/portal/collections/individual/index.php?occid=74110
74120,UCSB,IZC,,PreservedSpecimen,17e8dcf9-fba9-4e16-869c-97c467bb9b67,UCSB-IZC00037255,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2022,,,,,,"Evan Hobson, Chris Berry",,,5/14/2019,,,2019,5,14,134,,5/14/2019,,,,,,,Lagoon_02,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"University of California, Santa Barbara Lagoon",,0,,34.40677,-119.84716,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 16:51,857822,6,c215c094-b414-4aad-b985-ef2178301681,https://library.big-bee.net/portal/collections/individual/index.php?occid=74120
74205,UCSB,IZC,,PreservedSpecimen,0dd7389e-c4c3-44d2-a9a0-bb33c9859ec4,UCSB-IZC00042293,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Charlie Thrift,19-Nov-20,,,,,,"Kipp Callahan, Cris Sandoval",,,8/16/2019,,,2019,8,16,228,,8/16/2019,,,,,,,COPR_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,,,,,United States,,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41491,-119.8802,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:06,229119,6,3f85f24e-882b-4138-b551-685a0030a9c4,https://library.big-bee.net/portal/collections/individual/index.php?occid=74205
74209,UCSB,IZC,,PreservedSpecimen,f084d6ba-a81c-4188-a69e-75edc16be669,UCSB-IZC00042308,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,"Kipp Callahan, Cristina Sandoval",,,8/16/2019,,,2019,8,16,228,,8/16/2019,,,,,,,COPR_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41491,-119.8802,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:06,857907,6,3bd5866f-5a36-49a7-b3c2-38e8bf1db64a,https://library.big-bee.net/portal/collections/individual/index.php?occid=74209
74276,UCSB,IZC,,PreservedSpecimen,4fd827c1-ae2d-4a7d-b03e-ef7a9b9f8d3b,UCSB-IZC00037222,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Charlie Thrift,24-Nov-20,,,,,,,"David Dewey, Lynn McLaren, Andy Brooks",,8/15/2019,,,2019,8,15,227,,8/15/2019,,,,,,,CSMR_02,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Carpentaria,Carpinteria Salt Marsh Reserve,,0,,34.40114,-119.5304,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:13,857974,6,c49bad8a-75dd-43b9-a198-740b55c46ba4,https://library.big-bee.net/portal/collections/individual/index.php?occid=74276
74366,UCSB,IZC,,PreservedSpecimen,604a46b3-6a63-4ed8-b771-2cad11960356,UCSB-IZC00042313,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jamie Pawelek,2022,,,,,,David Dewey,,,8/5/2019,,,2019,8,5,217,,8/5/2019,Christy ranch area,,,,,,,,,,,,Opuntia litloralis,,,,Adult,Worker,1,Hand,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"Santa Cruz Island, Christy ranch area",,0,,34.0113,-119.523,WGS84,,,,,GPS,,,,,,,,,,,,2/26/2021 12:46,858064,6,6d4a1dab-59b9-4649-9895-99ab5484c4f7,https://library.big-bee.net/portal/collections/individual/index.php?occid=74366
74487,UCSB,IZC,,PreservedSpecimen,c032e17c-bfb6-43ec-9c24-e947361ecc1d,UCSB-IZC00041916,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2022,,,,,,Catherine Reilly,,,7/10/2019,,,2019,7,10,191,,7/10/2019,,,,,,,NP_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"UC Santa Barbara, North Parcel Restoration",,0,,34.4226,-119.8815,WGS84,,,,,GPS,,,,,,,,,,,,1/26/2021 13:19,858162,6,9fe84f7f-17fe-4893-be1e-a028407b08cb,https://library.big-bee.net/portal/collections/individual/index.php?occid=74487
74561,UCSB,IZC,,PreservedSpecimen,f49ed4ea-4fb1-41c1-a7fb-3ab668e19a75,UCSB-IZC00041667,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus californicus,6788,"Smith, 1854",Bombus,,californicus,,,,,Species,Jamie Pawelek,2022,,,,,,Evan Hobson,,,8/19/2019,,,2019,8,19,231,,8/19/2019,,,,,,,SCR_03,,,,,,,,,,Adult,Worker,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.389062,-118.889657,WGS84,,,,,GPS,,,,,,,,,,,,12/28/2020 16:54,858236,6,260a66ba-8efe-48dd-9402-1f912db33c7d,https://library.big-bee.net/portal/collections/individual/index.php?occid=74561
74884,UCSB,IZC,,PreservedSpecimen,0b6107ea-57d3-4045-90ca-ca65a5ecc3cc,UCSB-IZC00041034,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,Evan Hobson,,,4/20/2020,,,2020,4,20,111,,4/20/2020,,,,,,,SCR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.389062,-118.889657,WGS84,,,,,GPS,,,,,,,,,,,,2/10/2021 16:51,858584,6,e249ebb2-adfa-4168-9986-f5b7806b62df,https://library.big-bee.net/portal/collections/individual/index.php?occid=74884
74885,UCSB,IZC,,PreservedSpecimen,12a5da2f-b49c-4506-9c4b-8bbec20e75ff,UCSB-IZC00039879,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,Evan Hobson,,,4/20/2020,,,2020,4,20,111,,4/20/2020,,,,,,,SCR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.389062,-118.889657,WGS84,,,,,GPS,,,,,,,,,,,,2/10/2021 16:51,858585,6,7646a387-e465-4220-8950-c58d0e13230b,https://library.big-bee.net/portal/collections/individual/index.php?occid=74885
74904,UCSB,IZC,,PreservedSpecimen,8490d060-5e85-42ab-af66-6828012b5214,UCSB-IZC00041521,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,Evan Hobson,,,3/19/2020,,,2020,3,19,79,,3/19/2020,"Cold AM, Partly Cloudy",,,,,,SCR_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.363911,-118.999505,WGS84,,,,,GPS,,,,,,,,,,,,2/10/2021 16:51,858604,6,7df0f47a-d5ef-4139-b867-bd157dd642db,https://library.big-bee.net/portal/collections/individual/index.php?occid=74904
74913,UCSB,IZC,,PreservedSpecimen,a891f8b3-97e4-4c67-b1f8-3d3b15e545f6,UCSB-IZC00041517,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,Evan Hobson,,,7/16/2020,,,2020,7,16,198,,7/16/2020,,,,,,,SCR_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.388092,-118.88953,WGS84,,,,,GPS,,,,,,,,,,,,2/10/2021 16:51,858614,6,838f2e23-8c01-44bf-9d56-6bb456772762,https://library.big-bee.net/portal/collections/individual/index.php?occid=74913
74914,UCSB,IZC,,PreservedSpecimen,e6a5b0ac-c264-4291-9d77-b3aead14809c,UCSB-IZC00041462,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,Evan Hobson,,,7/16/2020,,,2020,7,16,198,,7/16/2020,,,,,,,SCR_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.388092,-118.88953,WGS84,,,,,GPS,,,,,,,,,,,,2/10/2021 16:51,858615,6,f5b8e898-8dde-4ba3-b988-7710c3e43fed,https://library.big-bee.net/portal/collections/individual/index.php?occid=74914
74982,UCSB,IZC,,PreservedSpecimen,9e76a251-6c4b-488c-bd8d-f346f0d80ea4,UCSB-IZC00040844,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,Evan Hobson,,,4/20/2020,,,2020,4,20,111,,4/20/2020,,,,,,,SCR_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.363911,-118.999505,WGS84,,,,,GPS,,,,,,,,,,,,2/10/2021 16:51,858707,6,ead93c4e-6083-406d-8036-ad8322a709ec,https://library.big-bee.net/portal/collections/individual/index.php?occid=74982
74994,UCSB,IZC,,PreservedSpecimen,ac359433-da5e-4338-aa47-f44f0d6f03a6,UCSB-IZC00040751,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,Evan Hobson,,,7/16/2020,,,2020,7,16,198,,7/16/2020,,,,,,,SCR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.389062,-118.889657,WGS84,,,,,GPS,,,,,,,,,,,,2/10/2021 16:51,858719,6,460e6409-d3b1-4e5f-98b9-64fa620ceb21,https://library.big-bee.net/portal/collections/individual/index.php?occid=74994
